Time,Power
1,0.051
2,0.036
3,0.147
4,0.12
5,0.093
6,0.069
7,0.087
8,0.093
9,0.192
10,0.075
11,0.084
12,0.018
13,0.057
14,0.177
15,0.237
16,0.15
17,0.147
18,0.288
19,0.339
20,0.411
21,0.327
22,0.033
23,0.051
