Time,Power
1,0.501
2,0.537
3,0.576
4,0.546
5,0.546
6,0.522
7,0.561
8,0.558
9,0.522
10,0.585
11,0.561
12,0.603
13,0.651
14,0.459
15,0.615
16,0.594
17,0.54
18,0.54
19,0.555
20,0.582
21,0.606
22,0.318
